Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Differences	ST	ST Complex	Lineage	Subspecies	adk	fumC	gyrB	icd	mdh	purA	recA
ESC_FB7225AA	K-12	SRR25022084;ILLUMINA;Paired;;SRX20777176;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987616	SRP445803		SAMN35984290	SRS18062959	2023-06-29	2023-06-28	ESC_FB7225AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7226AA	K-12	SRR25022085;ILLUMINA;Paired;;SRX20777175;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987616	SRP445803		SAMN35984289	SRS18062960	2023-06-29	2023-06-28	ESC_FB7226AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7227AA	K-12	SRR25022086;ILLUMINA;Paired;;SRX20777174;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987616	SRP445803		SAMN35984288	SRS18062955	2023-06-29	2023-06-28	ESC_FB7227AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7228AA	K-12	SRR25022087;ILLUMINA;Paired;;SRX20777173;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987616	SRP445803		SAMN35984287	SRS18062954	2023-06-29	2023-06-28	ESC_FB7228AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7229AA	K-12	SRR25021505;ILLUMINA;Paired;;SRX20776607;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987595	SRP445792		SAMN35984041	SRS18062389	2023-06-29	2023-06-28	ESC_FB7229AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7230AA	K-12	SRR25021506;ILLUMINA;Paired;;SRX20776606;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987595	SRP445792		SAMN35984040	SRS18062388	2023-06-29	2023-06-28	ESC_FB7230AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7231AA	K-12	SRR25021507;ILLUMINA;Paired;;SRX20776605;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987595	SRP445792		SAMN35984039	SRS18062387	2023-06-29	2023-06-28	ESC_FB7231AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7232AA	K-12	SRR25021508;ILLUMINA;Paired;;SRX20776604;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987595	SRP445792		SAMN35984038	SRS18062386	2023-06-29	2023-06-28	ESC_FB7232AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7233AA	K-12	SRR25021509;ILLUMINA;Paired;;SRX20776603;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987595	SRP445792		SAMN35984037	SRS18062385	2023-06-29	2023-06-28	ESC_FB7233AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7234AA	K-12	SRR25021510;ILLUMINA;Paired;;SRX20776602;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987595	SRP445792		SAMN35984036	SRS18062384	2023-06-29	2023-06-28	ESC_FB7234AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7235AA	K-12	SRR25021511;ILLUMINA;Paired;;SRX20776601;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987595	SRP445792		SAMN35984035	SRS18062383	2023-06-29	2023-06-28	ESC_FB7235AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7236AA	K-12	SRR25021512;ILLUMINA;Paired;;SRX20776600;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987595	SRP445792		SAMN35984034	SRS18062381	2023-06-29	2023-06-28	ESC_FB7236AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7237AA	K-12	SRR25021513;ILLUMINA;Paired;;SRX20776599;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987595	SRP445792		SAMN35984033	SRS18062382	2023-06-29	2023-06-28	ESC_FB7237AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7239AA	K-12	SRR25021185;ILLUMINA;Paired;;SRX20776287;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987571	SRP445785		SAMN35983184	SRS18062081	2023-06-29	2023-06-28	ESC_FB7239AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7240AA	K-12	SRR25021186;ILLUMINA;Paired;;SRX20776286;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987571	SRP445785		SAMN35983183	SRS18062080	2023-06-29	2023-06-28	ESC_FB7240AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7241AA	K-12	SRR25021187;ILLUMINA;Paired;;SRX20776285;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987571	SRP445785		SAMN35983182	SRS18062079	2023-06-29	2023-06-28	ESC_FB7241AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7242AA	K-12	SRR25021188;ILLUMINA;Paired;;SRX20776284;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987571	SRP445785		SAMN35983181	SRS18062076	2023-06-29	2023-06-28	ESC_FB7242AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7243AA	K-12	SRR25021189;ILLUMINA;Paired;;SRX20776283;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987571	SRP445785		SAMN35983180	SRS18062078	2023-06-29	2023-06-28	ESC_FB7243AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7244AA	K-12	SRR25021190;ILLUMINA;Paired;;SRX20776282;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987571	SRP445785		SAMN35983179	SRS18062077	2023-06-29	2023-06-28	ESC_FB7244AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7245AA	K-12	SRR25021191;ILLUMINA;Paired;;SRX20776281;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987571	SRP445785		SAMN35983178	SRS18062075	2023-06-29	2023-06-28	ESC_FB7245AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7246AA	K-12	SRR25021192;ILLUMINA;Paired;;SRX20776280;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987571	SRP445785		SAMN35983177	SRS18062074	2023-06-29	2023-06-28	ESC_FB7246AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7247AA	K-12	SRR25021193;ILLUMINA;Paired;;SRX20776279;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987571	SRP445785		SAMN35983176	SRS18062073	2023-06-29	2023-06-28	ESC_FB7247AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7248AA	K-12	SRR25020885;ILLUMINA;Paired;;SRX20775987;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987546	SRP445781		SAMN35982782	SRS18061784	2023-06-29	2023-06-28	ESC_FB7248AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7249AA	K-12	SRR25020886;ILLUMINA;Paired;;SRX20775986;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987546	SRP445781		SAMN35982781	SRS18061780	2023-06-29	2023-06-28	ESC_FB7249AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7250AA	K-12	SRR25020887;ILLUMINA;Paired;;SRX20775985;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987546	SRP445781		SAMN35982780	SRS18061779	2023-06-29	2023-06-28	ESC_FB7250AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7251AA	K-12	SRR25020888;ILLUMINA;Paired;;SRX20775984;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987546	SRP445781		SAMN35982779	SRS18061777	2023-06-29	2023-06-28	ESC_FB7251AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7252AA	K-12	SRR25020889;ILLUMINA;Paired;;SRX20775983;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987546	SRP445781		SAMN35982778	SRS18061782	2023-06-29	2023-06-28	ESC_FB7252AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7253AA	K-12	SRR25020890;ILLUMINA;Paired;;SRX20775982;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987546	SRP445781		SAMN35982777	SRS18061781	2023-06-29	2023-06-28	ESC_FB7253AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7254AA	K-12	SRR25020891;ILLUMINA;Paired;;SRX20775981;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987546	SRP445781		SAMN35982776	SRS18061776	2023-06-29	2023-06-28	ESC_FB7254AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7255AA	K-12	SRR25020892;ILLUMINA;Paired;;SRX20775980;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987546	SRP445781		SAMN35982775	SRS18061778	2023-06-29	2023-06-28	ESC_FB7255AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7256AA	K-12	SRR25020893;ILLUMINA;Paired;;SRX20775979;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987546	SRP445781		SAMN35982774	SRS18061775	2023-06-29	2023-06-28	ESC_FB7256AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7750AA	K-12	SRR25020207;ILLUMINA;Paired;;SRX20775342;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987436	SRP445753		SAMN35981611	SRS18061327	2023-07-02	2023-06-26	ESC_FB7750AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7751AA	K-12	SRR25020208;ILLUMINA;Paired;;SRX20775341;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987436	SRP445753		SAMN35981610	SRS18061326	2023-07-02	2023-06-26	ESC_FB7751AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7752AA	K-12	SRR25020209;ILLUMINA;Paired;;SRX20775340;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987436	SRP445753		SAMN35981609	SRS18061325	2023-07-02	2023-06-26	ESC_FB7752AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7753AA	K-12	SRR25020210;ILLUMINA;Paired;;SRX20775339;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987436	SRP445753		SAMN35981608	SRS18061324	2023-07-02	2023-06-26	ESC_FB7753AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7754AA	K-12	SRR25020211;ILLUMINA;Paired;;SRX20775338;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987436	SRP445753		SAMN35981607	SRS18061323	2023-07-02	2023-06-26	ESC_FB7754AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_FB7755AA	K-12	SRR25020212;ILLUMINA;Paired;;SRX20775337;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA987436	SRP445753		SAMN35981606	SRS18061322	2023-07-02	2023-06-26	ESC_FB7755AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_GB6127AA	9-51	traces-0JnVASy;ILLUMINA;Paired;;NA;Uploaded	Livestock			2015				Europe	Netherlands							Mike Brouwer	Escherichia coli													2023-08-21	2023-08-21	ESC_GB6127AA	NaN	7531				82	531	607	835	56	425	509
ESC_GB6128AA	31-66	traces-0XeQQlD;ILLUMINA;Paired;;NA;Uploaded	Livestock			2020				Europe	Netherlands							Mike Brouwer	Escherichia coli													2023-08-21	2023-08-21	ESC_GB6128AA	NaN	20	ST20 Cplx	B1		6	4	3	18	7	7	6
ESC_GB6129AA	22-65	traces-0TFJLFP;ILLUMINA;Paired;;NA;Uploaded	Livestock			2018				Europe	Netherlands							Mike Brouwer	Escherichia coli													2023-08-21	2023-08-21	ESC_GB6129AA	NaN	14997	ST23 Cplx	B1		6	1683	33	1	20	12	127
ESC_GB6130AA	28-11	traces-0ZeASTC;ILLUMINA;Paired;;NA;Uploaded	Livestock			2019				Europe	Netherlands							Mike Brouwer	Escherichia coli													2023-08-21	2023-08-21	ESC_GB6130AA	NaN	14996	ST23 Cplx			6	4	12	1	20	12	245
ESC_GB6131AA	30-76	traces-0SBiCPd;ILLUMINA;Paired;;NA;Uploaded	Livestock			2020				Europe	Netherlands							Mike Brouwer	Escherichia coli													2023-08-21	2023-08-21	ESC_GB6131AA	NaN	14995				6	4	12	16	1470	8	7
ESC_GB6132AA	30-81	traces-0roLUxu;ILLUMINA;Paired;;NA;Uploaded	Livestock			2020				Europe	Netherlands							Mike Brouwer	Escherichia coli													2023-08-21	2023-08-21	ESC_GB6132AA	NaN	14998		AxB1		99	6	1503	33	1471	8	7
ESC_HB1316AA	SAMEA114059707	ERR11711633;ILLUMINA;Paired;;ERX11112504;SRA				2016	9	8		Europe	Netherlands							Amphia Hospital	Escherichia coli								PRJEB64326	ERP149472		SAMEA114059707	ERS16043575	2023-09-22	2023-09-21	ESC_HB1316AA	NaN	357		B2		13	40	13	13	23	25	66
ESC_HB1317AA	SAMEA114059706	ERR11711632;ILLUMINA;Paired;;ERX11112503;SRA				2016	9	8		Europe	Netherlands							Amphia Hospital	Escherichia coli								PRJEB64326	ERP149472		SAMEA114059706	ERS16043574	2023-09-22	2023-09-21	ESC_HB1317AA	NaN	131	ST131 Cplx	B2		53	40	47	13	36	28	29
ESC_HB1318AA	SAMEA114059705	ERR11711631;ILLUMINA;Paired;;ERX11112502;SRA				2016	9	8		Europe	Netherlands							Amphia Hospital	Escherichia coli								PRJEB64326	ERP149472		SAMEA114059705	ERS16043573	2023-09-22	2023-09-21	ESC_HB1318AA	NaN	131	ST131 Cplx	B2		53	40	47	13	36	28	29
ESC_HB1319AA	SAMEA114059704	ERR11711630;ILLUMINA;Paired;;ERX11112501;SRA				2016	9	8		Europe	Netherlands							Amphia Hospital	Escherichia coli								PRJEB64326	ERP149472		SAMEA114059704	ERS16043572	2023-09-22	2023-09-21	ESC_HB1319AA	NaN	131	ST131 Cplx	B2		53	40	47	13	36	28	29
ESC_HB1320AA	SAMEA114059703	ERR11711629;ILLUMINA;Paired;;ERX11112500;SRA				2016	9	8		Europe	Netherlands							Amphia Hospital	Escherichia coli								PRJEB64326	ERP149472		SAMEA114059703	ERS16043571	2023-09-22	2023-09-21	ESC_HB1320AA	NaN	648	ST648 Cplx			92	4	87	96	70	58	2
ESC_HB1321AA	SAMEA114059702	ERR11711628;ILLUMINA;Paired;;ERX11112499;SRA				2016	9	8		Europe	Netherlands							Amphia Hospital	Escherichia coli								PRJEB64326	ERP149472		SAMEA114059702	ERS16043570	2023-09-22	2023-09-21	ESC_HB1321AA	NaN	457				101	88	97	108	26	79	2
ESC_HB1322AA	SAMEA114059701	ERR11711627;ILLUMINA;Paired;;ERX11112498;SRA				2016	9	8		Europe	Netherlands							Amphia Hospital	Escherichia coli								PRJEB64326	ERP149472		SAMEA114059701	ERS16043569	2023-09-22	2023-09-21	ESC_HB1322AA	NaN	683	ST155 Cplx			6	4	127	16	24	8	6
ESC_HB1323AA	SAMEA114059700	ERR11711626;ILLUMINA;Paired;;ERX11112497;SRA				2016	9	8		Europe	Netherlands							Amphia Hospital	Escherichia coli								PRJEB64326	ERP149472		SAMEA114059700	ERS16043568	2023-09-22	2023-09-21	ESC_HB1323AA	NaN	5454	ST206 Cplx			6	7	5	1	12	18	2
ESC_HB1324AA	SAMEA114059699	ERR11711625;ILLUMINA;Paired;;ERX11112496;SRA				2016	9	8		Europe	Netherlands							Amphia Hospital	Escherichia coli								PRJEB64326	ERP149472		SAMEA114059699	ERS16043567	2023-09-22	2023-09-21	ESC_HB1324AA	NaN	59	ST59 Cplx	ABD		27	32	24	29	26	19	22
ESC_HB1325AA	SAMEA114059698	ERR11711624;ILLUMINA;Paired;;ERX11112495;SRA				2016	9	8		Europe	Netherlands							Amphia Hospital	Escherichia coli								PRJEB64326	ERP149472		SAMEA114059698	ERS16043566	2023-09-22	2023-09-21	ESC_HB1325AA	NaN	1196		AxB1		6	6	33	26	11	8	2
ESC_HB1326AA	SAMEA114059697	ERR11711623;ILLUMINA;Paired;;ERX11112494;SRA				2016	9	8		Europe	Netherlands							Amphia Hospital	Escherichia coli								PRJEB64326	ERP149472		SAMEA114059697	ERS16043565	2023-09-22	2023-09-21	ESC_HB1326AA	NaN	38	ST38 Cplx	D		4	26	2	25	5	5	19
ESC_HB1327AA	SAMEA114059696	ERR11711622;ILLUMINA;Paired;;ERX11112493;SRA				2016	9	8		Europe	Netherlands							Amphia Hospital	Escherichia coli								PRJEB64326	ERP149472		SAMEA114059696	ERS16043564	2023-09-22	2023-09-21	ESC_HB1327AA	NaN	23	ST23 Cplx	B1		6	4	12	1	20	13	7
ESC_HB1328AA	SAMEA114059695	ERR11711621;ILLUMINA;Paired;;ERX11112492;SRA				2016	9	8		Europe	Netherlands							Amphia Hospital	Escherichia coli								PRJEB64326	ERP149472		SAMEA114059695	ERS16043563	2023-09-22	2023-09-21	ESC_HB1328AA	NaN	1722				101	4	97	29	70	158	2
ESC_HB1329AA	SAMEA114059694	ERR11711620;ILLUMINA;Paired;;ERX11112491;SRA				2016	9	8		Europe	Netherlands							Amphia Hospital	Escherichia coli								PRJEB64326	ERP149472		SAMEA114059694	ERS16043562	2023-09-22	2023-09-21	ESC_HB1329AA	NaN	4118		D		35	35	22	49	37	41	191
ESC_HB1330AA	SAMEA114059693	ERR11711619;ILLUMINA;Paired;;ERX11112490;SRA				2016	9	8		Europe	Netherlands							Amphia Hospital	Escherichia coli								PRJEB64326	ERP149472		SAMEA114059693	ERS16043561	2023-09-22	2023-09-21	ESC_HB1330AA	NaN	1487	ST10 Cplx	A		10	11	4	8	8	13	6
ESC_HB1331AA	SAMEA114059692	ERR11711617;ILLUMINA;Paired;;ERX11112489;SRA				2016	9	8		Europe	Netherlands							Amphia Hospital	Escherichia coli								PRJEB64326	ERP149472		SAMEA114059692	ERS16043560	2023-09-22	2023-09-21	ESC_HB1331AA	NaN	131	ST131 Cplx	B2		53	40	47	13	36	28	29
ESC_HB1332AA	SAMEA114059691	ERR11711616;ILLUMINA;Paired;;ERX11112488;SRA				2016	9	8		Europe	Netherlands							Amphia Hospital	Escherichia coli								PRJEB64326	ERP149472		SAMEA114059691	ERS16043559	2023-09-22	2023-09-21	ESC_HB1332AA	NaN	131	ST131 Cplx	B2		53	40	47	13	36	28	29
ESC_HB1333AA	SAMEA114059690	ERR11711615;ILLUMINA;Paired;;ERX11112487;SRA				2016	9	8		Europe	Netherlands							Amphia Hospital	Escherichia coli								PRJEB64326	ERP149472		SAMEA114059690	ERS16043558	2023-09-22	2023-09-21	ESC_HB1333AA	NaN	131	ST131 Cplx	B2		53	40	47	13	36	28	29
ESC_HB1334AA	SAMEA114059689	ERR11711614;ILLUMINA;Paired;;ERX11112486;SRA				2016	9	8		Europe	Netherlands							Amphia Hospital	Escherichia coli								PRJEB64326	ERP149472		SAMEA114059689	ERS16043557	2023-09-22	2023-09-21	ESC_HB1334AA	NaN	1485	ST648 Cplx			92	231	87	96	70	58	2
ESC_HB1335AA	SAMEA114059688	ERR11711613;ILLUMINA;Paired;;ERX11112485;SRA				2016	9	8		Europe	Netherlands							Amphia Hospital	Escherichia coli								PRJEB64326	ERP149472		SAMEA114059688	ERS16043556	2023-09-22	2023-09-21	ESC_HB1335AA	NaN	345	ST23 Cplx			6	4	14	1	20	62	7
ESC_HB7945AA	RIVM_C050152	SRR26803372;ILLUMINA;Paired;;SRX22500683;SRA	Human	Human	Age: 42; Homo sapiens	2022	12	29		Europe	Netherlands							RIVM	Escherichia coli								PRJNA903550	SRP408836		SAMN38223603	SRS19513497	2023-11-16	2023-11-13	ESC_HB7945AA	NaN	14870		A		1805	99	5	91	8	7	2
ESC_HB7946AA	RIVM_C050148	SRR26803374;ILLUMINA;Paired;;SRX22500681;SRA	Human	Human	Age: 26; Homo sapiens	2022	12	28		Europe	Netherlands							RIVM	Escherichia coli								PRJNA903550	SRP408836		SAMN38223601	SRS19513495	2023-11-16	2023-11-13	ESC_HB7946AA	NaN	14870		A		1805	99	5	91	8	7	2
ESC_HB7947AA	RIVM_C048164	SRR26803377;ILLUMINA;Paired;;SRX22500678;SRA	Human	Human	Age: 41; Homo sapiens	2022	9	2		Europe	Netherlands							RIVM	Escherichia coli								PRJNA903550	SRP408836		SAMN38223545	SRS19513492	2023-11-16	2023-11-13	ESC_HB7947AA	NaN	4981	ST10 Cplx	A		10	616	4	8	8	13	73
ESC_HB7948AA	RIVM_C050122	SRR26803381;ILLUMINA;Paired;;SRX22500674;SRA	Human	Human	Age: 27; Homo sapiens	2022	12	22		Europe	Netherlands							RIVM	Escherichia coli								PRJNA903550	SRP408836		SAMN38223595	SRS19513488	2023-11-16	2023-11-13	ESC_HB7948AA	NaN	361		A		10	99	5	91	8	7	2
ESC_HB7949AA	RIVM_C050120	SRR26803382;ILLUMINA;Paired;;SRX22500673;SRA	Human	Human	Age: 30; Homo sapiens	2022	12	22		Europe	Netherlands							RIVM	Escherichia coli								PRJNA903550	SRP408836		SAMN38223594	SRS19513487	2023-11-16	2023-11-13	ESC_HB7949AA	NaN	405	ST405 Cplx			35	37	29	25	4	5	73
ESC_HB7950AA	RIVM_C049135	SRR26803390;ILLUMINA;Paired;;SRX22500665;SRA	Human	Human	Age: 0; Homo sapiens	2022	10	29		Europe	Netherlands							RIVM	Escherichia coli								PRJNA903550	SRP408836		SAMN38223587	SRS19513479	2023-11-16	2023-11-13	ESC_HB7950AA	NaN	361		A		10	99	5	91	8	7	2
ESC_HB7951AA	RIVM_C048763	SRR26803397;ILLUMINA;Paired;;SRX22500658;SRA	Human	Human	Age: 27; Homo sapiens	2022	10	10		Europe	Netherlands							RIVM	Escherichia coli								PRJNA903550	SRP408836		SAMN38223580	SRS19513472	2023-11-16	2023-11-13	ESC_HB7951AA	NaN	46	ST46 Cplx	A		8	7	1	8	8	8	6
ESC_HB7952AA	RIVM_C048062	SRR26803399;ILLUMINA;Paired;;SRX22500656;SRA	Human	Human	Age: 39; Homo sapiens	2022	8	25		Europe	Netherlands							RIVM	Escherichia coli								PRJNA903550	SRP408836		SAMN38223543	SRS19513470	2023-11-16	2023-11-13	ESC_HB7952AA	NaN	46	ST46 Cplx	A		8	7	1	8	8	8	6
ESC_HB7953AA	RIVM_C048755	SRR26803401;ILLUMINA;Paired;;SRX22500654;SRA	Human	Human	Age: 19; Homo sapiens	2022	10	8		Europe	Netherlands							RIVM	Escherichia coli								PRJNA903550	SRP408836		SAMN38223577	SRS19513468	2023-11-16	2023-11-13	ESC_HB7953AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
ESC_HB7954AA	RIVM_C048754	SRR26803402;ILLUMINA;Paired;;SRX22500653;SRA	Human	Human	Age: 19; Homo sapiens	2022	10	8		Europe	Netherlands							RIVM	Escherichia coli								PRJNA903550	SRP408836		SAMN38223576	SRS19513467	2023-11-16	2023-11-13	ESC_HB7954AA	NaN	69	ST69 Cplx	D		21	35	27	6	5	5	4
ESC_HB7955AA	RIVM_C048690	SRR26803419;ILLUMINA;Paired;;SRX22500636;SRA	Human	Human	Age: 38; Homo sapiens	2022	9	28		Europe	Netherlands							RIVM	Escherichia coli								PRJNA903550	SRP408836		SAMN38223560	SRS19513450	2023-11-16	2023-11-13	ESC_HB7955AA	NaN	744	ST10 Cplx			10	11	135	8	8	8	2
ESC_HB8093AA	Not provided	ERR12246835;ILLUMINA;Paired;;ERX11657832;SRA	Companion Animal	Canine	Canis lupus familiaris; Not collecte; SSI: Ear Canal Swab	2017				Europe	Netherlands							centre de ressources biologiques-filiere microbiologique, besancon	Escherichia coli								PRJEB67440	ERP152464		SAMEA114494551	ERS16476206	2023-11-16	2023-11-08	ESC_HB8093AA	NaN	372				88	103	19	36	23	44	26
ESC_HB9822AA	K-12	SRR26122921;ILLUMINA;Paired;;SRX21836718;SRA	Human	Human	Homo sapiens; Lab	2019	10			Europe	Netherlands							Universiteit van Amsterdam  FNWI	Escherichia coli								PRJNA1019265	SRP461985		SAMN37476247	SRS18935182	2023-12-03	2023-10-08	ESC_HB9822AA	NaN	10	ST10 Cplx	A		10	11	4	8	8	8	2
