Uberstrain,Name,Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status),Source Niche,Source Type,Source Details,Collection Year,Collection Month,Collection Day,Collection Time,Continent,Country,Region,District,City,Post Code,Latitude,Longitude,Lab Contact,Species,Serological Group,Serotype,EcoR Cluster,Path/Nonpath,Simple Patho,Comment,Simple Disease,Disease,Bio Project ID,Project ID,Sample ID,Secondary Sample ID,Date Entered,Release Date,Barcode,Differences,ST,ST Complex,Lineage,Subspecies,adk,fumC,gyrB,icd,mdh,purA,recA
ESC_EB1574AA,202301876,traces-0TPTDGb;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,,,,,,,,,,,,3/27/23,4/2/24,ESC_EB1574AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_EB1575AA,202301839,traces-0TznSpQ;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,,,,,,,,,,,,3/27/23,4/2/24,ESC_EB1575AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_EB1576AA,202301856,traces-0MEEdxX;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella sonnei,,,,,,,,,,,,,3/27/23,4/2/24,ESC_EB1576AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_EB1577AA,202301737,traces-0nHzTzL;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,,,,,,,,,,,,3/27/23,4/2/24,ESC_EB1577AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_EB1578AA,202301842,traces-0IOxTrP;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella sonnei,,,,,,,,,,,,,3/27/23,4/2/24,ESC_EB1578AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_EB1579AA,202301852,traces-0mtOzxP;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella sonnei,,,,,,,,,,,,,3/27/23,4/2/24,ESC_EB1579AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_EB1580AA,202301780,traces-0gtOBAr;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella sonnei,,,,,,,,,,,,,3/27/23,4/2/24,ESC_EB1580AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_EB1581AA,202301767,traces-0uBLwbj;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,,,,,,,,,,,,3/27/23,4/2/24,ESC_EB1581AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_EB1582AA,202301801,traces-0engaMg;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,,,,,,,,,,,,3/27/23,4/2/24,ESC_EB1582AA,,145,ST243 Cplx,B1,,1,10,1,1,1,1,1
ESC_EB2457AA,202301942,traces-0wJnHyx;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella sonnei,,,,,,,,,,,,,4/3/23,4/9/24,ESC_EB2457AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_EB2458AA,202302020,traces-0wPFuLT;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella sonnei,,,,,,,,,,,,,4/3/23,4/9/24,ESC_EB2458AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_EB2459AA,202302005,traces-0bwFWcs;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,4/3/23,4/9/24,ESC_EB2459AA,,504,,B2,,76,43,9,36,17,14,10
ESC_EB2460AA,202302002,traces-0TYqCHB;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,,,,,,,,,,,,4/3/23,4/9/24,ESC_EB2460AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_EB2461AA,202301929,traces-0BxKjIl;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella boydii,,,,,,,,,,,,,4/3/23,4/9/24,ESC_EB2461AA,,1753,ST245 Cplx,,,6,61,6,11,51,3,60
ESC_EB2462AA,202301983,traces-0oyAUfF;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella sonnei,,,,,,,,,,,,,4/3/23,4/9/24,ESC_EB2462AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_EB2463AA,202302036,traces-0LtGJzG;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,4/3/23,4/9/24,ESC_EB2463AA,,1193,ST14 Cplx,,,14,14,10,200,17,7,10
ESC_EB2464AA,202301995,traces-0ROFKRd;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella sonnei,,,,,,,,,,,,,4/3/23,4/9/24,ESC_EB2464AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_EB2465AA,202302042,traces-0ueUNYw;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,,,,,,,,,,,,4/3/23,4/9/24,ESC_EB2465AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_EB2468AA,202301921,traces-0Ygqqdo;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,,,,,,,,,,,,4/3/23,4/9/24,ESC_EB2468AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_EB2469AA,202301926,traces-0vCwRuL;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella sonnei,,,,,,,,,,,,,4/3/23,4/9/24,ESC_EB2469AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_EB2470AA,202301909,traces-0NVRSSg;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella sonnei,,,,,,,,,,,,,4/3/23,4/9/24,ESC_EB2470AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_EB2479AA,202213916bis_redeposit,traces-0msSMcI;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,,,,,,,,,,,,4/3/23,4/9/24,ESC_EB2479AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_EB2480AA,202301680_redeposit,traces-0JDqZLf;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,,,,,,,,,,,,4/3/23,4/9/24,ESC_EB2480AA,,145,ST243 Cplx,B1,,1,10,1,1,1,1,1
ESC_EB2834AA,202302060,traces-0fvURqG;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella sonnei,,,,,,,,,,,,,4/6/23,4/12/24,ESC_EB2834AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_EB2835AA,202302058,traces-0ICyeZL;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,,,,,,,,,,,,4/6/23,4/12/24,ESC_EB2835AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_EB3328AA,DH10B-p204G7,SRR24093591;ILLUMINA;Paired;;SRX19894021;SRA,Laboratory,Laboratory,laboratory,2022,1,1,,Europe,France,Ile-de-France,Paris,Paris,,,,Institut Pasteur,Escherichia coli,,,,,,,,,PRJNA952961,SRP431301,SAMN34098879,SRS17247870,4/7/23,4/6/23,ESC_EB3328AA,,1060,ST10 Cplx,A,,10,11,4,8,8,8,128
ESC_EB3329AA,DH10B-pKP13d,SRR24093592;ILLUMINA;Paired;;SRX19894020;SRA,Laboratory,Laboratory,laboratory,2022,1,1,,Europe,France,Ile-de-France,Paris,Paris,,,,Institut Pasteur,Escherichia coli,,,,,,,,,PRJNA952961,SRP431301,SAMN34098870,SRS17247869,4/7/23,4/6/23,ESC_EB3329AA,,1060,ST10 Cplx,A,,10,11,4,8,8,8,128
ESC_EB3330AA,DH10B-pKPN4F,SRR24093593;ILLUMINA;Paired;;SRX19894019;SRA,Laboratory,Laboratory,laboratory,2022,1,1,,Europe,France,Ile-de-France,Paris,Paris,,,,Institut Pasteur,Escherichia coli,,,,,,,,,PRJNA952961,SRP431301,SAMN34098869,SRS17247868,4/7/23,4/6/23,ESC_EB3330AA,,1060,ST10 Cplx,A,,10,11,4,8,8,8,128
ESC_EB3331AA,DH10B-p181J4,SRR24093594;ILLUMINA;Paired;;SRX19894018;SRA,Laboratory,Laboratory,laboratory,2022,1,1,,Europe,France,Ile-de-France,Paris,Paris,,,,Institut Pasteur,Escherichia coli,,,,,,,,,PRJNA952961,SRP431301,SAMN34098878,SRS17247867,4/7/23,4/6/23,ESC_EB3331AA,,1060,ST10 Cplx,A,,10,11,4,8,8,8,128
ESC_EB3332AA,DH10B-pP768-NDM-5,SRR24093595;ILLUMINA;Paired;;SRX19894017;SRA,Laboratory,Laboratory,laboratory,2022,1,1,,Europe,France,Ile-de-France,Paris,Paris,,,,Institut Pasteur,Escherichia coli,,,,,,,,,PRJNA952961,SRP431301,SAMN34098877,SRS17247866,4/7/23,4/6/23,ESC_EB3332AA,,1060,ST10 Cplx,A,,10,11,4,8,8,8,128
ESC_EB3333AA,DH10B-580,SRR24093596;ILLUMINA;Paired;;SRX19894016;SRA,Laboratory,Laboratory,laboratory,2022,1,1,,Europe,France,Ile-de-France,Paris,Paris,,,,Institut Pasteur,Escherichia coli,,,,,,,,,PRJNA952961,SRP431301,SAMN34098876,SRS17247865,4/7/23,4/6/23,ESC_EB3333AA,,1060,ST10 Cplx,A,,10,11,4,8,8,8,128
ESC_EB3334AA,DH10B-p486,SRR24093597;ILLUMINA;Paired;;SRX19894015;SRA,Laboratory,Laboratory,laboratory,2022,1,1,,Europe,France,Ile-de-France,Paris,Paris,,,,Institut Pasteur,Escherichia coli,,,,,,,,,PRJNA952961,SRP431301,SAMN34098875,SRS17247864,4/7/23,4/6/23,ESC_EB3334AA,,1060,ST10 Cplx,A,,10,11,4,8,8,8,128
ESC_EB3335AA,DH10B-p479,SRR24093598;ILLUMINA;Paired;;SRX19894014;SRA,Laboratory,Laboratory,laboratory,2022,1,1,,Europe,France,Ile-de-France,Paris,Paris,,,,Institut Pasteur,Escherichia coli,,,,,,,,,PRJNA952961,SRP431301,SAMN34098874,SRS17247862,4/7/23,4/6/23,ESC_EB3335AA,,1060,ST10 Cplx,A,,10,11,4,8,8,8,128
ESC_EB3336AA,DH10B-p476,SRR24093599;ILLUMINA;Paired;;SRX19894013;SRA,Laboratory,Laboratory,laboratory,2022,1,1,,Europe,France,Ile-de-France,Paris,Paris,,,,Institut Pasteur,Escherichia coli,,,,,,,,,PRJNA952961,SRP431301,SAMN34098873,SRS17247863,4/7/23,4/6/23,ESC_EB3336AA,,1060,ST10 Cplx,A,,10,11,4,8,8,8,128
ESC_EB3337AA,DH10B-pRA35,SRR24093600;ILLUMINA;Paired;;SRX19894012;SRA,Laboratory,Laboratory,laboratory,2022,1,1,,Europe,France,Ile-de-France,Paris,Paris,,,,Institut Pasteur,Escherichia coli,,,,,,,,,PRJNA952961,SRP431301,SAMN34098872,SRS17247861,4/7/23,4/6/23,ESC_EB3337AA,,1060,ST10 Cplx,A,,10,11,4,8,8,8,128
ESC_EB3338AA,DH10B-pOXA48-K8,SRR24093610;ILLUMINA;Paired;;SRX19894002;SRA,Laboratory,Laboratory,laboratory,2022,1,1,,Europe,France,Ile-de-France,Paris,Paris,,,,Institut Pasteur,Escherichia coli,,,,,,,,,PRJNA952961,SRP431301,SAMN34098871,SRS17247851,4/7/23,4/6/23,ESC_EB3338AA,,1060,ST10 Cplx,A,,10,11,4,8,8,8,128
ESC_EB3480AA,202302242,traces-0TmVBIg;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:38 (WGS),,,,,,,,,,,4/11/23,4/17/24,ESC_EB3480AA,,10,ST10 Cplx,A,,10,11,4,8,8,8,2
ESC_EB3481AA,202302248,traces-0xoUpsg;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:23 (WGS),,,,,,,,,,,4/11/23,4/17/24,ESC_EB3481AA,,10,ST10 Cplx,A,,10,11,4,8,8,8,2
ESC_EB3482AA,202302247,traces-0PtkHvS;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:26 (PCR),,,,,,,,,,,4/11/23,4/17/24,ESC_EB3482AA,,29,ST29 Cplx,B1,,6,4,12,16,9,7,7
ESC_EB3483AA,202302249,traces-0DOWhCe;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:26 (PCR),,,,,,,,,,,4/11/23,4/17/24,ESC_EB3483AA,,21,ST29 Cplx,B1,,16,4,12,16,9,7,7
ESC_EB3484AA,202302245,traces-0ntOHJc;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:113 (WGS),,,,,,,,,,,4/11/23,4/17/24,ESC_EB3484AA,,10,ST10 Cplx,A,,10,11,4,8,8,8,2
ESC_EB3485AA,202302246,traces-0yiTYFF;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:148 (WGS),,,,,,,,,,,4/11/23,4/17/24,ESC_EB3485AA,,448,ST448 Cplx,,,6,6,5,16,11,8,7
ESC_EB3486AA,202302243,traces-0oCwKgm;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:80 (PCR),,,,,,,,,,,4/11/23,4/17/24,ESC_EB3486AA,,301,ST165 Cplx,,,78,27,5,10,12,8,2
ESC_EB3487AA,202302244,traces-0DNrqbc;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:43 (WGS),,,,,,,,,,,4/11/23,4/17/24,ESC_EB3487AA,,937,,AxB1,,6,29,5,26,24,8,6
ESC_EB3488AA,202302250,traces-0XYSzEY;ILLUMINA;Paired;;NA;Uploaded,Human,,,2023,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:166 (WGS),,,,,,,,,,,4/11/23,4/17/24,ESC_EB3488AA,,1819,,,,87,90,231,10,1,187,138
ESC_EB4584AA,201904628,traces-0VGQGfH;ILLUMINA;Paired;;NA;Uploaded,Human,,,2019,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:177 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4584AA,,659,,,,1,46,123,1,20,34,7
ESC_EB4585AA,201811439,traces-0ryonLr;ILLUMINA;Paired;;NA;Uploaded,Human,,,2018,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:113 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4585AA,,10,ST10 Cplx,A,,10,11,4,8,8,8,2
ESC_EB4586AA,201904627,traces-0hPEmYD;ILLUMINA;Paired;;NA;Uploaded,Human,,,2019,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,4/13/23,4/19/24,ESC_EB4586AA,,738,,ABD,,130,45,41,22,7,50,45
ESC_EB4587AA,202200864,traces-0jhTIcL;ILLUMINA;Paired;;NA;Uploaded,Human,,,2022,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:182 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4587AA,,300,,,,77,7,72,18,53,56,7
ESC_EB4588AA,202201193,traces-0bzlOwA;ILLUMINA;Paired;;NA;Uploaded,Human,,,2022,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:88 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4588AA,,58,ST155 Cplx,AxB1,,6,4,4,16,24,8,14
ESC_EB4589AA,202201589,traces-0nksRfK;ILLUMINA;Paired;;NA;Uploaded,Human,,,2022,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:98 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4589AA,,306,,,,77,7,7,18,54,18,7
ESC_EB4590AA,202201391,traces-0zxIKTF;ILLUMINA;Paired;;NA;Uploaded,Human,,,2022,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:6 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4590AA,,43,ST10 Cplx,A,,24,11,4,8,8,8,2
ESC_EB4591AA,202200620,traces-0OZvffg;ILLUMINA;Paired;;NA;Uploaded,Human,,,2022,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:171 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4591AA,,297,,AxB1,,6,65,32,26,9,8,2
ESC_EB4592AA,202201591,traces-0RRdqzn;ILLUMINA;Paired;;NA;Uploaded,Human,,,2022,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:91 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4592AA,,641,ST86 Cplx,,,9,6,33,131,24,8,7
ESC_EB4593AA,202201386,traces-0RWSfio;ILLUMINA;Paired;;NA;Uploaded,Human,,,2022,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:128ab (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4593AA,,25,,B1,,6,6,14,21,9,7,7
ESC_EB4594AA,202200231,"traces-0aDliyG;ILLUMINA;Paired;;NA;Uploaded,traces-0YYDRjK;ILLUMINA;Paired;;NA;Uploaded",Human,,,2022,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:146 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4594AA,,442,,B1,,6,95,33,18,9,8,14
ESC_EB4595AA,202200233,traces-0urtnKW;ILLUMINA;Paired;;NA;Uploaded,Human,,,2022,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:8 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4595AA,,681,,B2,,38,39,30,13,17,25,28
ESC_EB4596AA,202201041,traces-0oxUnZp;ILLUMINA;Paired;;NA;Uploaded,Human,,,2022,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:82 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4596AA,,101,ST101 Cplx,B1,,43,41,15,18,11,7,6
ESC_EB4597AA,202111263,traces-0FXxGco;ILLUMINA;Paired;;NA;Uploaded,Human,,,2021,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:177 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4597AA,,659,,,,1,46,123,1,20,34,7
ESC_EB4598AA,202111261,traces-0SvXBWr;ILLUMINA;Paired;;NA;Uploaded,Human,,,2021,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:91 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4598AA,,442,,B1,,6,95,33,18,9,8,14
ESC_EB4599AA,202110933,traces-0VqQYal;ILLUMINA;Paired;;NA;Uploaded,Human,,,2021,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:145 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4599AA,,32,ST32 Cplx,ABD,,19,23,18,24,21,2,16
ESC_EB4600AA,202110376,traces-0xtjGYz;ILLUMINA;Paired;;NA;Uploaded,Human,,,2021,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:171 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4600AA,,11386,ST23 Cplx,,,6,4,12,1,1042,2,7
ESC_EB4601AA,202110096,traces-0RAEzRE;ILLUMINA;Paired;;NA;Uploaded,Human,,,2021,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:113 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4601AA,,223,ST155 Cplx,B1,,6,4,4,18,24,8,14
ESC_EB4602AA,202110094,traces-0eNXnhT;ILLUMINA;Paired;;NA;Uploaded,Human,,,2021,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:177 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4602AA,,342,,,,1,46,69,1,20,34,7
ESC_EB4603AA,202110931,traces-0ghcjXo;ILLUMINA;Paired;;NA;Uploaded,Human,,,2021,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:176 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4603AA,,57,ST350 Cplx,AxB1,,6,31,5,28,1,1,2
ESC_EB4604AA,202200618,traces-0SIUlHI;ILLUMINA;Paired;;NA;Uploaded,Human,,,2022,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:168 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4604AA,,718,ST446 Cplx,,,6,19,3,26,9,8,6
ESC_EB4605AA,202200415,traces-0huKpRV;ILLUMINA;Paired;;NA;Uploaded,Human,,,2022,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:91 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4605AA,,33,,AxB1,,6,4,4,1,22,8,7
ESC_EB4606AA,202110099,traces-0bqAkVA;ILLUMINA;Paired;;NA;Uploaded,Human,,,2021,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:183 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4606AA,,657,,ABD,,20,45,41,43,5,50,46
ESC_EB4607AA,202110100,traces-0Mnywak;ILLUMINA;Paired;;NA;Uploaded,Human,,,2021,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:111 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4607AA,,16,ST29 Cplx,B1,,6,4,12,16,9,7,12
ESC_EB4608AA,202110929,traces-0AMJRuV;ILLUMINA;Paired;;NA;Uploaded,Human,,,2021,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:145 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4608AA,,32,ST32 Cplx,ABD,,19,23,18,24,21,2,16
ESC_EB4609AA,202110932,traces-0lVchAB;ILLUMINA;Paired;;NA;Uploaded,Human,,,2021,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:146 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4609AA,,738,,ABD,,130,45,41,22,7,50,45
ESC_EB4610AA,202110377,traces-0FlhLOm;ILLUMINA;Paired;;NA;Uploaded,Human,,,2021,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:146 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4610AA,,738,,ABD,,130,45,41,22,7,50,45
ESC_EB4611AA,202109704,traces-0KqZfHq;ILLUMINA;Paired;;NA;Uploaded,Human,,,2021,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:38 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4611AA,,10,ST10 Cplx,A,,10,11,4,8,8,8,2
ESC_EB4612AA,202200416,traces-0EjOeoH;ILLUMINA;Paired;;NA;Uploaded,Human,,,2022,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:91 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4612AA,,641,ST86 Cplx,,,9,6,33,131,24,8,7
ESC_EB4613AA,202109706,traces-0IflQnC;ILLUMINA;Paired;;NA;Uploaded,Human,,,2021,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:55 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4613AA,,101,ST101 Cplx,B1,,43,41,15,18,11,7,6
ESC_EB4614AA,202108778,traces-0jQVzwS;ILLUMINA;Paired;;NA;Uploaded,Human,,,2021,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:8 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4614AA,,88,ST23 Cplx,B1,,6,4,12,1,20,12,7
ESC_EB4615AA,202108782,traces-0IjYHEb;ILLUMINA;Paired;;NA;Uploaded,Human,,,2021,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,O:38 (predicted),,,,,,,,,,,4/13/23,4/19/24,ESC_EB4615AA,,10,ST10 Cplx,A,,10,11,4,8,8,8,2
ESC_EB4616AA,202108233,traces-0XcNUOG;ILLUMINA;Paired;;NA;Uploaded,Human,,,2021,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,4/13/23,4/19/24,ESC_EB4616AA,,1727,ST446 Cplx,AxB1,,6,19,3,16,11,8,6
ESC_EB4617AA,202109065,"traces-0SFcZMn;ILLUMINA;Paired;;NA;Uploaded,traces-0fJZcTY;ILLUMINA;Paired;;NA;Uploaded",Human,,,2021,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,4/13/23,4/19/24,ESC_EB4617AA,,1125,,B1,,6,4,15,18,24,26,7
