"Uberstrain","Name","Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Status.","Source.Niche","Source.Type","Source.Details","Collection.Year","Collection.Month","Collection.Day","Collection.Time","Continent","Country","Region","District","City","Post.Code","Latitude","Longitude","Lab.Contact","Species","Serological.Group","Serotype","EcoR.Cluster","Path.Nonpath","Simple.Patho","Simple.Disease","Comment","Bio.Project.ID","Project.ID","Disease","Sample.ID","Secondary.Sample.ID","Date.Entered","Release.Date","Barcode","Differences","ST","ST.Complex","Lineage","Subspecies","adk","fumC","gyrB","icd","mdh","purA","recA"
"ESC_UA3669AA","ExPEC235","SRR13514194;ILLUMINA;Paired;;SRX9925391;SRA","Poultry","Poultry","day old chick, bone marrow",1998,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","Collection year is ambiguous - 1998/1999","PRJNA694299","SRP302967","","SAMN17516191","SRS8101859","2021-03-01","2021-02-07","ESC_UA3669AA",NA,348,"ST156 Cplx","",NA,6,29,32,16,11,8,14
"ESC_UA3670AA","ExPEC229","SRR13514195;ILLUMINA;Paired;;SRX9925390;SRA","Poultry","Poultry","day old chick, bone marrow",1998,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","Collection year is ambiguous - 1998/1999","PRJNA694299","SRP302967","","SAMN17516190","SRS8101858","2021-03-01","2021-02-07","ESC_UA3670AA",NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2
"ESC_UA3671AA","ExPEC227","SRR13514196;ILLUMINA;Paired;;SRX9925389;SRA","Poultry","Poultry","day old chick, bone marrow",1998,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","Collection year is ambiguous - 1998/1999","PRJNA694299","SRP302967","","SAMN17516189","SRS8101857","2021-03-01","2021-02-07","ESC_UA3671AA",NA,93,"ST168 Cplx","A",NA,6,11,4,10,7,8,6
"ESC_UA3672AA","ExPEC12/1","SRR13514197;ILLUMINA;Paired;;SRX9925388;SRA","Poultry","Poultry","day old chick, bone marrow",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516188","SRS8101856","2021-03-01","2021-02-07","ESC_UA3672AA",NA,162,"ST469 Cplx","AxB1",NA,9,65,5,1,9,13,6
"ESC_UA3673AA","ExPEC11/2","SRR13514199;ILLUMINA;Paired;;SRX9925386;SRA","Poultry","Poultry","day old chick, bone marrow",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516187","SRS8101854","2021-03-01","2021-02-07","ESC_UA3673AA",NA,88,"ST23 Cplx","B1",NA,6,4,12,1,20,12,7
"ESC_UA3674AA","ExPEC9/1","SRR13514200;ILLUMINA;Paired;;SRX9925385;SRA","Poultry","Poultry","day old chick, bone marrow",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516186","SRS8101853","2021-03-01","2021-02-07","ESC_UA3674AA",NA,93,"ST168 Cplx","A",NA,6,11,4,10,7,8,6
"ESC_UA3675AA","ExPEC6/1","SRR13514201;ILLUMINA;Paired;;SRX9925384;SRA","Poultry","Poultry","day old chick, bone marrow",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516185","SRS8101852","2021-03-01","2021-02-07","ESC_UA3675AA",NA,101,"ST101 Cplx","B1",NA,43,41,15,18,11,7,6
"ESC_UA3676AA","ExPEC5/1","SRR13514202;ILLUMINA;Paired;;SRX9925383;SRA","Poultry","Poultry","day old chick, bone marrow",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516184","SRS8101851","2021-03-01","2021-02-07","ESC_UA3676AA",NA,93,"ST168 Cplx","A",NA,6,11,4,10,7,8,6
"ESC_UA3677AA","ExPEC4/1","SRR13514203;ILLUMINA;Paired;;SRX9925382;SRA","Poultry","Poultry","day old chick, bone marrow",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516183","SRS8101850","2021-03-01","2021-02-07","ESC_UA3677AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_UA3678AA","ExPEC3/1","SRR13514204;ILLUMINA;Paired;;SRX9925381;SRA","Poultry","Poultry","day old chick, bone marrow",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516182","SRS8101849","2021-03-01","2021-02-07","ESC_UA3678AA",NA,355,"ST73 Cplx","",NA,36,24,10,13,17,10,25
"ESC_UA3679AA","ExPEC2/1","SRR13514205;ILLUMINA;Paired;;SRX9925380;SRA","Poultry","Poultry","day old chick, bone marrow",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516181","SRS8101848","2021-03-01","2021-02-07","ESC_UA3679AA",NA,453,"ST86 Cplx","",NA,99,6,33,33,24,8,7
"ESC_UA3680AA","ExPEC1/4","SRR13514206;ILLUMINA;Paired;;SRX9925379;SRA","Poultry","Poultry","day old chick, bone marrow",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516180","SRS8101847","2021-03-01","2021-02-07","ESC_UA3680AA",NA,453,"ST86 Cplx","",NA,99,6,33,33,24,8,7
"ESC_UA3681AA","ExPEC1/1","SRR13514207;ILLUMINA;Paired;;SRX9925378;SRA","Poultry","Poultry","day old chick, bone marrow",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516179","SRS8101846","2021-03-01","2021-02-07","ESC_UA3681AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_UA3682AA","IntEC12/3","SRR13514208;ILLUMINA;Paired;;SRX9925377;SRA","Poultry","Poultry","day old chick, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516178","SRS8101845","2021-03-01","2021-02-07","ESC_UA3682AA",NA,90,"ST23 Cplx","AxB1",NA,6,4,12,1,20,8,7
"ESC_UA3683AA","IntEC12/1","SRR13514210;ILLUMINA;Paired;;SRX9925375;SRA","Poultry","Poultry","day old chick, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516177","SRS8101843","2021-03-01","2021-02-07","ESC_UA3683AA",NA,162,"ST469 Cplx","AxB1",NA,9,65,5,1,9,13,6
"ESC_UA3684AA","IntEC11/6","SRR13514211;ILLUMINA;Paired;;SRX9925374;SRA","Poultry","Poultry","day old chick, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516176","SRS8101842","2021-03-01","2021-02-07","ESC_UA3684AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_UA3685AA","IntEC11/1","SRR13514212;ILLUMINA;Paired;;SRX9925373;SRA","Poultry","Poultry","day old chick, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516175","SRS8101841","2021-03-01","2021-02-07","ESC_UA3685AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_UA3686AA","IntEC9/3","SRR13514213;ILLUMINA;Paired;;SRX9925372;SRA","Poultry","Poultry","day old chick, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516174","SRS8101840","2021-03-01","2021-02-07","ESC_UA3686AA",NA,93,"ST168 Cplx","A",NA,6,11,4,10,7,8,6
"ESC_UA3687AA","IntEC9/1","SRR13514214;ILLUMINA;Paired;;SRX9925371;SRA","Poultry","Poultry","day old chick, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516173","SRS8101839","2021-03-01","2021-02-07","ESC_UA3687AA",NA,162,"ST469 Cplx","AxB1",NA,9,65,5,1,9,13,6
"ESC_UA3688AA","IntEC6/5","SRR13514215;ILLUMINA;Paired;;SRX9925370;SRA","Poultry","Poultry","day old chick, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516172","SRS8101838","2021-03-01","2021-02-07","ESC_UA3688AA",NA,58,"ST155 Cplx","AxB1",NA,6,4,4,16,24,8,14
"ESC_UA3689AA","IntEC6/1","SRR13514216;ILLUMINA;Paired;;SRX9925369;SRA","Poultry","Poultry","day old chick, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516171","SRS8101837","2021-03-01","2021-02-07","ESC_UA3689AA",NA,349,"ST349 Cplx","",NA,34,36,39,87,67,16,4
"ESC_UA3690AA","IntEC5/1","SRR13514217;ILLUMINA;Paired;;SRX9925368;SRA","Poultry","Poultry","day old chick, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516170","SRS8101836","2021-03-01","2021-02-07","ESC_UA3690AA",NA,58,"ST155 Cplx","AxB1",NA,6,4,4,16,24,8,14
"ESC_UA3691AA","IntEC4/5","SRR13514218;ILLUMINA;Paired;;SRX9925367;SRA","Poultry","Poultry","day old chick, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516169","SRS8101835","2021-03-01","2021-02-07","ESC_UA3691AA",NA,95,"ST95 Cplx","B2",NA,37,38,19,37,17,11,26
"ESC_UA3692AA","IntEC4/1","SRR13514219;ILLUMINA;Paired;;SRX9925366;SRA","Poultry","Poultry","day old chick, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516168","SRS8101834","2021-03-01","2021-02-07","ESC_UA3692AA",NA,10088,"","A",NA,64,4,5,83,880,8,6
"ESC_UA3693AA","IntEC3/9","SRR13514221;ILLUMINA;Paired;;SRX9925364;SRA","Poultry","Poultry","day old chick, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516167","SRS8101831","2021-03-01","2021-02-07","ESC_UA3693AA",NA,297,"","AxB1",NA,6,65,32,26,9,8,2
"ESC_UA3694AA","IntEC3/8","SRR13514222;ILLUMINA;Paired;;SRX9925363;SRA","Poultry","Poultry","day old chick, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516166","SRS8101832","2021-03-01","2021-02-07","ESC_UA3694AA",NA,355,"ST73 Cplx","",NA,36,24,10,13,17,10,25
"ESC_UA3695AA","IntEC3/1","SRR13514223;ILLUMINA;Paired;;SRX9925362;SRA","Poultry","Poultry","day old chick, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516165","SRS8101830","2021-03-01","2021-02-07","ESC_UA3695AA",NA,162,"ST469 Cplx","AxB1",NA,9,65,5,1,9,13,6
"ESC_UA3696AA","IntEC2/1","SRR13514224;ILLUMINA;Paired;;SRX9925361;SRA","Poultry","Poultry","day old chick, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516164","SRS8101829","2021-03-01","2021-02-07","ESC_UA3696AA",NA,453,"ST86 Cplx","",NA,99,6,33,33,24,8,7
"ESC_UA3697AA","IntEC1/1","SRR13514225;ILLUMINA;Paired;;SRX9925360;SRA","Poultry","Poultry","day old chick, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516163","SRS8101828","2021-03-01","2021-02-07","ESC_UA3697AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_UA3698AA","Ec15/10","SRR13514226;ILLUMINA;Paired;;SRX9925359;SRA","Poultry","Poultry","broiler, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516162","SRS8101827","2021-03-01","2021-02-07","ESC_UA3698AA",NA,3941,"ST168 Cplx","A",NA,6,511,4,10,7,8,6
"ESC_UA3699AA","Ec15/3","SRR13514227;ILLUMINA;Paired;;SRX9925358;SRA","Poultry","Poultry","broiler, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516161","SRS8101826","2021-03-01","2021-02-07","ESC_UA3699AA",NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2
"ESC_UA3700AA","Ec15/2","SRR13514228;ILLUMINA;Paired;;SRX9925357;SRA","Poultry","Poultry","broiler, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516160","SRS8101824","2021-03-01","2021-02-07","ESC_UA3700AA",NA,118,"","ABD",NA,31,4,42,44,15,33,17
"ESC_UA3701AA","Ec15/1","SRR13514229;ILLUMINA;Paired;;SRX9925356;SRA","Poultry","Poultry","broiler, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516159","SRS8101825","2021-03-01","2021-02-07","ESC_UA3701AA",NA,118,"","ABD",NA,31,4,42,44,15,33,17
"ESC_UA3702AA","Ec12/6","SRR13514230;ILLUMINA;Paired;;SRX9925355;SRA","Poultry","Poultry","broiler, caecum",2018,NA,NA,NA,"Europe","Hungary","","","",NA,47.49835,19.0405,"University of Muenster","Escherichia coli","","",NA,"","","","","PRJNA694299","SRP302967","","SAMN17516158","SRS8101823","2021-03-01","2021-02-07","ESC_UA3702AA",NA,616,"ST155 Cplx","",NA,6,4,12,16,24,8,14
"ESC_UA5304AA","DTU2018-138-PRJ1121-Escherichia-coli-10053018-E_R1_001.trim.fq.gz","ERR5443142;ILLUMINA;Paired;;ERX5227770;SRA","Poultry","Poultry","Meleagris gallopavo; intestinal sample",2016,NA,NA,NA,"Europe","Hungary","","","",NA,47.1817585,19.5060937,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB43584","ERP127552","","SAMEA8227205","ERS5913776","2021-03-20","2021-03-17","ESC_UA5304AA",NA,38,"ST38 Cplx","D",NA,4,26,2,25,5,5,19
"ESC_UA5305AA","DTU2018-137-PRJ1121-Escherichia-coli-10042816-3-E_R1_001.trim.fq.gz","ERR5443141;ILLUMINA;Paired;;ERX5227769;SRA","Poultry","Poultry","Gallus gallus; meat sample",2016,NA,NA,NA,"Europe","Hungary","","","",NA,47.1817585,19.5060937,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB43584","ERP127552","","SAMEA8227204","ERS5913775","2021-03-20","2021-03-17","ESC_UA5305AA",NA,69,"ST69 Cplx","D",NA,21,35,27,6,5,5,4
"ESC_UA5306AA","DTU2018-135-PRJ1121-Escherichia-coli-10040140-E_R1_001.trim.fq.gz","ERR5443140;ILLUMINA;Paired;;ERX5227768;SRA","Poultry","Poultry","Meleagris gallopavo; intestinal sample",2016,NA,NA,NA,"Europe","Hungary","","","",NA,47.1817585,19.5060937,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB43584","ERP127552","","SAMEA8227203","ERS5913774","2021-03-20","2021-03-17","ESC_UA5306AA",NA,38,"ST38 Cplx","D",NA,4,26,2,25,5,5,19
"ESC_UA5307AA","DTU2018-134-PRJ1121-Escherichia-coli-10025540-6-E_R1_001.trim.fq.gz","ERR5443139;ILLUMINA;Paired;;ERX5227767;SRA","Poultry","Poultry","Meleagris gallopavo; intestinal sample",2016,NA,NA,NA,"Europe","Hungary","","","",NA,47.1817585,19.5060937,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB43584","ERP127552","","SAMEA8227202","ERS5913773","2021-03-20","2021-03-17","ESC_UA5307AA",NA,1196,"","AxB1",NA,6,6,33,26,11,8,2
"ESC_UA5308AA","DTU2018-136-PRJ1121-Escherichia-coli-10025540-1-E_R1_001.trim.fq.gz","ERR5443138;ILLUMINA;Paired;;ERX5227766;SRA","Poultry","Poultry","Meleagris gallopavo; intestinal sample",2016,NA,NA,NA,"Europe","Hungary","","","",NA,47.1817585,19.5060937,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB43584","ERP127552","","SAMEA8227201","ERS5913772","2021-03-20","2021-03-17","ESC_UA5308AA",NA,3014,"","A",NA,303,41,1,8,8,8,6
"ESC_XA8649AA","HNCMB 20080","SRR13039590;ILLUMINA;Paired;;SRX9489633;SRA,SRR13039589;OXFORD_NANOPORE;Single;;SRX9489634;SRA","Human","Human","Homo sapiens",1954,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"Justus-Liebig-University Giessen","Shigella dysenteriae","","",NA,"","","","","PRJNA662859","SRP292271","","SAMN16094609","SRS7698471","2021-12-01","2021-11-01","ESC_XA8649AA",NA,146,"","ABD",NA,2,1,59,2,2,2,2
"ESC_YA2751AA","BLK16_IS3::vioABCDE_SpR","SRR17662570;ILLUMINA;Paired;;SRX13830554;SRA,SRR17662583;ILLUMINA;Paired;;SRX13830541;SRA,SRR17662571;ILLUMINA;Paired;;SRX13830553;SRA,SRR17662582;ILLUMINA;Paired;;SRX13830542;SRA","Laboratory","Laboratory","laboratory strain",2021,1,29,NA,"Europe","Hungary","","Csongrad","Szeged",NA,NA,NA,"Biological research Centre","Escherichia coli","","",NA,"","","","","PRJNA798701","SRP355803","","SAMN25119420","SRS11709220","2022-01-20","2022-01-19","ESC_YA2751AA",NA,93,"ST168 Cplx","A",NA,6,11,4,10,7,8,6
"ESC_YA2752AA","BLK16_IS3::vioABCDE_SpR","SRR17662575;ILLUMINA;Paired;;SRX13830549;SRA,SRR17662574;ILLUMINA;Paired;;SRX13830550;SRA,SRR17662573;ILLUMINA;Paired;;SRX13830551;SRA,SRR17662572;ILLUMINA;Paired;;SRX13830552;SRA","Laboratory","Laboratory","laboratory strain",2021,1,22,NA,"Europe","Hungary","","Csongrad","Szeged",NA,NA,NA,"Biological research Centre","Escherichia coli","","",NA,"","","","","PRJNA798701","SRP355803","","SAMN25119419","SRS11709222","2022-01-20","2022-01-19","ESC_YA2752AA",NA,93,"ST168 Cplx","A",NA,6,11,4,10,7,8,6
"ESC_YA2753AA","BLK16_IS3::vioABCDE_SpR","SRR17662577;ILLUMINA;Paired;;SRX13830547;SRA,SRR17662584;ILLUMINA;Paired;;SRX13830540;SRA,SRR17662585;ILLUMINA;Paired;;SRX13830539;SRA,SRR17662576;ILLUMINA;Paired;;SRX13830548;SRA","Laboratory","Laboratory","laboratory strain",2021,1,15,NA,"Europe","Hungary","","Csongrad","Szeged",NA,NA,NA,"Biological research Centre","Escherichia coli","","",NA,"","","","","PRJNA798701","SRP355803","","SAMN25119418","SRS11709219","2022-01-20","2022-01-19","ESC_YA2753AA",NA,-2453,"ST168 Cplx","A",NA,-450,11,4,10,7,8,6
"ESC_YA2754AA","BLK16_IS3::vioABCDE_SpR","SRR17662580;ILLUMINA;Paired;;SRX13830544;SRA,SRR17662581;ILLUMINA;Paired;;SRX13830543;SRA,SRR17662578;ILLUMINA;Paired;;SRX13830546;SRA,SRR17662579;ILLUMINA;Paired;;SRX13830545;SRA","Laboratory","Laboratory","laboratory strain",2021,2,5,NA,"Europe","Hungary","","Csongrad","Szeged",NA,NA,NA,"Biological research Centre","Escherichia coli","","",NA,"","","","","PRJNA798701","SRP355803","","SAMN25119421","SRS11709221","2022-01-20","2022-01-19","ESC_YA2754AA",NA,93,"ST168 Cplx","A",NA,6,11,4,10,7,8,6
"ESC_YA7383AA","22-5138","traces-0HpStaA;ILLUMINA;Paired;;NA;Uploaded","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Shigella sonnei","","",NA,"","","","","","","","","","2022-03-01","2022-03-01","ESC_YA7383AA",NA,152,"ST152 Cplx","B1",NA,11,63,7,1,14,7,7
"ESC_YA7385AA","08-5199","traces-0bSkPVD;ILLUMINA;Paired;;NA;Uploaded","","","",2008,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Shigella sonnei","","",NA,"","","","","","","","","","2022-03-01","2022-03-01","ESC_YA7385AA",NA,152,"ST152 Cplx","B1",NA,11,63,7,1,14,7,7
"ESC_YA7386AA","21-2060","traces-0KVCeov;ILLUMINA;Paired;;NA;Uploaded","","","",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Shigella sonnei","","",NA,"","","","","","","","","","2022-03-01","2022-03-01","ESC_YA7386AA",NA,1502,"ST152 Cplx","B1",NA,6,63,7,1,14,7,7
"ESC_YA8424AA","7646x4","SRR18230950;ILLUMINA;Paired;;SRX14372481;SRA","Wild Animal","Avian","Chroicocephalus ridibundus",2020,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"Debreceni Egyetem","Escherichia coli","","",NA,"","","","","PRJNA807502","SRP362533","","SAMN25988230","SRS12185278","2022-03-14","2022-03-04","ESC_YA8424AA",NA,744,"ST10 Cplx","",NA,10,11,135,8,8,8,2
"ESC_YA8425AA","7640x3","SRR18230951;ILLUMINA;Paired;;SRX14372480;SRA","Wild Animal","Avian","Chroicocephalus ridibundus",2020,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"Debreceni Egyetem","Escherichia coli","","",NA,"","","","","PRJNA807502","SRP362533","","SAMN25988229","SRS12185277","2022-03-14","2022-03-04","ESC_YA8425AA",NA,8890,"ST10 Cplx","",NA,10,7,57,8,7,8,6
"ESC_YA8426AA","7450x4","SRR18230952;ILLUMINA;Paired;;SRX14372479;SRA","Wild Animal","Avian","Chroicocephalus ridibundus",2020,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"Debreceni Egyetem","Escherichia coli","","",NA,"","","","","PRJNA807502","SRP362533","","SAMN25988228","SRS12185276","2022-03-14","2022-03-04","ESC_YA8426AA",NA,224,"","AxB1",NA,6,4,33,16,11,8,6
"ESC_YA8427AA","6289x4","SRR18230953;ILLUMINA;Paired;;SRX14372478;SRA","Wild Animal","Avian","Chroicocephalus ridibundus",2020,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"Debreceni Egyetem","Escherichia coli","","",NA,"","","","","PRJNA807502","SRP362533","","SAMN25988227","SRS12185275","2022-03-14","2022-03-04","ESC_YA8427AA",NA,226,"ST226 Cplx","A",NA,10,27,5,8,8,7,2
"ESC_YA8428AA","6164 x6","SRR18230954;ILLUMINA;Paired;;SRX14372477;SRA","Wild Animal","Avian","Chroicocephalus ridibundus",2020,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"Debreceni Egyetem","Escherichia coli","","",NA,"","","","","PRJNA807502","SRP362533","","SAMN25988226","SRS12185274","2022-03-14","2022-03-04","ESC_YA8428AA",NA,1437,"","A",NA,10,27,5,8,8,1,2
"ESC_YA8429AA","6164 x4","SRR18230955;ILLUMINA;Paired;;SRX14372476;SRA","Wild Animal","Avian","Chroicocephalus ridibundus",2020,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"Debreceni Egyetem","Escherichia coli","","",NA,"","","","","PRJNA807502","SRP362533","","SAMN25988225","SRS12185273","2022-03-14","2022-03-04","ESC_YA8429AA",NA,13079,"ST156 Cplx","AxB1",NA,6,29,33,16,11,8,44
"ESC_YA8431AA","6168 x6","SRR18230957;ILLUMINA;Paired;;SRX14372474;SRA","Wild Animal","Avian","Chroicocephalus ridibundus",2020,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"Debreceni Egyetem","Escherichia coli","","",NA,"","","","","PRJNA807502","SRP362533","","SAMN25988224","SRS12185271","2022-03-14","2022-03-04","ESC_YA8431AA",NA,1437,"","A",NA,10,27,5,8,8,1,2
"ESC_YA8432AA","6168 x5","SRR18230958;ILLUMINA;Paired;;SRX14372473;SRA","Wild Animal","Avian","Chroicocephalus ridibundus",2020,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"Debreceni Egyetem","Escherichia coli","","",NA,"","","","","PRJNA807502","SRP362533","","SAMN25988223","SRS12185270","2022-03-14","2022-03-04","ESC_YA8432AA",NA,744,"ST10 Cplx","",NA,10,11,135,8,8,8,2
"ESC_YA8441AA","5889-5","SRR18230970;ILLUMINA;Paired;;SRX14372461;SRA","Environment","Water/River","river",2020,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"Debreceni Egyetem","Escherichia coli","","",NA,"","","","","PRJNA807502","SRP362533","","SAMN25988212","SRS12185258","2022-03-14","2022-03-04","ESC_YA8441AA",NA,410,"ST23 Cplx","",NA,6,4,12,1,20,18,7
"ESC_YA8442AA","387-12x2","SRR18230971;ILLUMINA;Paired;;SRX14372460;SRA","Environment","Water/River","river",2020,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"Debreceni Egyetem","Escherichia coli","","",NA,"","","","","PRJNA807502","SRP362533","","SAMN25988211","SRS12185257","2022-03-14","2022-03-04","ESC_YA8442AA",NA,1437,"","A",NA,10,27,5,8,8,1,2
"ESC_YA8443AA","387-18","SRR18230972;ILLUMINA;Paired;;SRX14372459;SRA","Environment","Water/River","river",2020,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"Debreceni Egyetem","Escherichia coli","","",NA,"","","","","PRJNA807502","SRP362533","","SAMN25988210","SRS12185256","2022-03-14","2022-03-04","ESC_YA8443AA",NA,746,"ST10 Cplx","A",NA,10,7,4,8,12,8,2
