"Uberstrain","Name","Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Status.","Source.Niche","Source.Type","Source.Details","Collection.Year","Collection.Month","Collection.Day","Collection.Time","Continent","Country","Region","District","City","Post.Code","Latitude","Longitude","Lab.Contact","Species","Serological.Group","Serotype","EcoR.Cluster","Path.Nonpath","Simple.Patho","Simple.Disease","Comment","Bio.Project.ID","Project.ID","Disease","Sample.ID","Secondary.Sample.ID","Date.Entered","Release.Date","Barcode","Differences","ST","ST.Complex","Lineage","Subspecies","adk","fumC","gyrB","icd","mdh","purA","recA"
"ESC_WA2224AA","E. coli 917-R32","SRR13162962;ILLUMINA;Paired;;SRX9601877;SRA","Poultry","Poultry","Gallus gallus; Age: 41 wk; Broiler breeder farm",2018,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951447","SRS7805615","2021-08-01","2021-07-01","ESC_WA2224AA",NA,746,"ST10 Cplx","A",NA,10,7,4,8,12,8,2
"ESC_WA2225AA","E. coli 911-R32","SRR13162963;ILLUMINA;Paired;;SRX9601876;SRA","Poultry","Poultry","Gallus gallus; Age: 41 wk; Broiler breeder farm",2018,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951446","SRS7805614","2021-08-01","2021-07-01","ESC_WA2225AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_WA2226AA","E. coli 641-R32","SRR13162964;ILLUMINA;Paired;;SRX9601875;SRA","Poultry","Poultry","Gallus gallus; Age: 22 wk; Broiler breeder farm",2018,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951445","SRS7805613","2021-08-01","2021-07-01","ESC_WA2226AA",NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2
"ESC_WA2227AA","E. coli 631-R32","SRR13162965;ILLUMINA;Paired;;SRX9601874;SRA","Poultry","Poultry","Gallus gallus; Age: 22 wk; Broiler breeder farm",2018,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951444","SRS7805612","2021-08-01","2021-07-01","ESC_WA2227AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_WA2228AA","E. coli 629-R32","SRR13162966;ILLUMINA;Paired;;SRX9601873;SRA","Poultry","Poultry","Gallus gallus; Age: 22 wk; Broiler breeder farm",2018,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951443","SRS7805611","2021-08-01","2021-07-01","ESC_WA2228AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_WA2229AA","E. coli 509-R30","SRR13162967;ILLUMINA;Paired;;SRX9601872;SRA","Poultry","Poultry","Gallus gallus; Age: 60 wk; Broiler breeder farm",2018,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951442","SRS7805610","2021-08-01","2021-07-01","ESC_WA2229AA",NA,95,"ST95 Cplx","B2",NA,37,38,19,37,17,11,26
"ESC_WA2230AA","E. coli 463-R30","SRR13162968;ILLUMINA;Paired;;SRX9601871;SRA","Poultry","Poultry","Gallus gallus; Age: 53 wk; Broiler breeder farm",2017,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951441","SRS7805609","2021-08-01","2021-07-01","ESC_WA2230AA",NA,95,"ST95 Cplx","B2",NA,37,38,19,37,17,11,26
"ESC_WA2231AA","E. coli 32-R26","SRR13162969;ILLUMINA;Paired;;SRX9601870;SRA","Poultry","Poultry","Gallus gallus; Age: 62 wk; Broiler breeder farm",2015,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951414","SRS7805608","2021-08-01","2021-07-01","ESC_WA2231AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
"ESC_WA2232AA","E. coli 459-R30","SRR13162970;ILLUMINA;Paired;;SRX9601869;SRA","Poultry","Poultry","Gallus gallus; Age: 53 wk; Broiler breeder farm",2017,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951440","SRS7805607","2021-08-01","2021-07-01","ESC_WA2232AA",NA,95,"ST95 Cplx","B2",NA,37,38,19,37,17,11,26
"ESC_WA2233AA","E. coli 455-R30","SRR13162971;ILLUMINA;Paired;;SRX9601868;SRA","Poultry","Poultry","Gallus gallus; Age: 53 wk; Broiler breeder farm",2017,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951439","SRS7805606","2021-08-01","2021-07-01","ESC_WA2233AA",NA,428,"","B2",NA,96,40,13,100,23,28,66
"ESC_WA2234AA","E. coli 347-R30","SRR13162972;ILLUMINA;Paired;;SRX9601867;SRA","Poultry","Poultry","Gallus gallus; Age: 46 wk; Broiler breeder farm",2017,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951438","SRS7805605","2021-08-01","2021-07-01","ESC_WA2234AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_WA2235AA","E. coli 346-R30","SRR13162973;ILLUMINA;Paired;;SRX9601866;SRA","Poultry","Poultry","Gallus gallus; Age: 46 wk; Broiler breeder farm",2017,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951437","SRS7805604","2021-08-01","2021-07-01","ESC_WA2235AA",NA,58,"ST155 Cplx","AxB1",NA,6,4,4,16,24,8,14
"ESC_WA2236AA","E. coli 344-R30","SRR13162974;ILLUMINA;Paired;;SRX9601865;SRA","Poultry","Poultry","Gallus gallus; Age: 46 wk; Broiler breeder farm",2017,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951436","SRS7805603","2021-08-01","2021-07-01","ESC_WA2236AA",NA,93,"ST168 Cplx","A",NA,6,11,4,10,7,8,6
"ESC_WA2237AA","E. coli 342-R30","SRR13162975;ILLUMINA;Paired;;SRX9601864;SRA","Poultry","Poultry","Gallus gallus; Age: 46 wk; Broiler breeder farm",2017,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951435","SRS7805602","2021-08-01","2021-07-01","ESC_WA2237AA",NA,95,"ST95 Cplx","B2",NA,37,38,19,37,17,11,26
"ESC_WA2238AA","E. coli 333-R30","SRR13162976;ILLUMINA;Paired;;SRX9601863;SRA","Poultry","Poultry","Gallus gallus; Age: 46 wk; Broiler breeder farm",2017,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951434","SRS7805601","2021-08-01","2021-07-01","ESC_WA2238AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_WA2239AA","E. coli 328-R30","SRR13162977;ILLUMINA;Paired;;SRX9601862;SRA","Poultry","Poultry","Gallus gallus; Age: 46 wk; Broiler breeder farm",2017,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951433","SRS7805600","2021-08-01","2021-07-01","ESC_WA2239AA",NA,95,"ST95 Cplx","B2",NA,37,38,19,37,17,11,26
"ESC_WA2240AA","E. coli 327-R30","SRR13162978;ILLUMINA;Paired;;SRX9601861;SRA","Poultry","Poultry","Gallus gallus; Age: 46 wk; Broiler breeder farm",2017,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951432","SRS7805599","2021-08-01","2021-07-01","ESC_WA2240AA",NA,95,"ST95 Cplx","B2",NA,37,38,19,37,17,11,26
"ESC_WA2241AA","E. coli 325-R30","SRR13162979;ILLUMINA;Paired;;SRX9601860;SRA","Poultry","Poultry","Gallus gallus; Age: 46 wk; Broiler breeder farm",2017,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951431","SRS7805598","2021-08-01","2021-07-01","ESC_WA2241AA",NA,95,"ST95 Cplx","B2",NA,37,38,19,37,17,11,26
"ESC_WA2242AA","E. coli 5-R26","SRR13162980;ILLUMINA;Paired;;SRX9601859;SRA","Poultry","Poultry","Gallus gallus; Age: 49 wk; Broiler breeder farm",2015,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951413","SRS7805597","2021-08-01","2021-07-01","ESC_WA2242AA",NA,390,"ST95 Cplx","",NA,37,38,86,37,17,11,26
"ESC_WA2243AA","E. coli 324-R30","SRR13162981;ILLUMINA;Paired;;SRX9601858;SRA","Poultry","Poultry","Gallus gallus; Age: 46 wk; Broiler breeder farm",2017,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951430","SRS7805596","2021-08-01","2021-07-01","ESC_WA2243AA",NA,95,"ST95 Cplx","B2",NA,37,38,19,37,17,11,26
"ESC_WA2244AA","E. coli 88-R28","SRR13162982;ILLUMINA;Paired;;SRX9601857;SRA","Poultry","Poultry","Gallus gallus; Age: 41 wk; Broiler breeder farm",2016,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951429","SRS7805595","2021-08-01","2021-07-01","ESC_WA2244AA",NA,390,"ST95 Cplx","",NA,37,38,86,37,17,11,26
"ESC_WA2245AA","E. coli 87-R28","SRR13162983;ILLUMINA;Paired;;SRX9601856;SRA","Poultry","Poultry","Gallus gallus; Age: 41 wk; Broiler breeder farm",2016,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951428","SRS7805594","2021-08-01","2021-07-01","ESC_WA2245AA",NA,390,"ST95 Cplx","",NA,37,38,86,37,17,11,26
"ESC_WA2246AA","E. coli 85-R28","SRR13162984;ILLUMINA;Paired;;SRX9601855;SRA","Poultry","Poultry","Gallus gallus; Age: 41 wk; Broiler breeder farm",2016,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951427","SRS7805592","2021-08-01","2021-07-01","ESC_WA2246AA",NA,390,"ST95 Cplx","",NA,37,38,86,37,17,11,26
"ESC_WA2247AA","E. coli 83-R28","SRR13162985;ILLUMINA;Paired;;SRX9601854;SRA","Poultry","Poultry","Gallus gallus; Age: 41 wk; Broiler breeder farm",2016,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951426","SRS7805593","2021-08-01","2021-07-01","ESC_WA2247AA",NA,390,"ST95 Cplx","",NA,37,38,86,37,17,11,26
"ESC_WA2248AA","E. coli 80-R28","SRR13162986;ILLUMINA;Paired;;SRX9601853;SRA","Poultry","Poultry","Gallus gallus; Age: 41 wk; Broiler breeder farm",2016,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951425","SRS7805591","2021-08-01","2021-07-01","ESC_WA2248AA",NA,162,"ST469 Cplx","AxB1",NA,9,65,5,1,9,13,6
"ESC_WA2249AA","E. coli 79-R28","SRR13162987;ILLUMINA;Paired;;SRX9601852;SRA","Poultry","Poultry","Gallus gallus; Age: 41 wk; Broiler breeder farm",2016,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951424","SRS7805590","2021-08-01","2021-07-01","ESC_WA2249AA",NA,390,"ST95 Cplx","",NA,37,38,86,37,17,11,26
"ESC_WA2250AA","E. coli 46-R26","SRR13162988;ILLUMINA;Paired;;SRX9601851;SRA","Poultry","Poultry","Gallus gallus; Age: 62 wk; Broiler breeder farm",2015,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951423","SRS7805589","2021-08-01","2021-07-01","ESC_WA2250AA",NA,297,"","AxB1",NA,6,65,32,26,9,8,2
"ESC_WA2251AA","E. coli 44-R26","SRR13162989;ILLUMINA;Paired;;SRX9601850;SRA","Poultry","Poultry","Gallus gallus; Age: 62 wk; Broiler breeder farm",2015,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951422","SRS7805588","2021-08-01","2021-07-01","ESC_WA2251AA",NA,390,"ST95 Cplx","",NA,37,38,86,37,17,11,26
"ESC_WA2252AA","E. coli 43-R26","SRR13162990;ILLUMINA;Paired;;SRX9601849;SRA","Poultry","Poultry","Gallus gallus; Age: 62 wk; Broiler breeder farm",2015,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951421","SRS7805586","2021-08-01","2021-07-01","ESC_WA2252AA",NA,390,"ST95 Cplx","",NA,37,38,86,37,17,11,26
"ESC_WA2254AA","E. coli 1-R26","SRR13162992;ILLUMINA;Paired;;SRX9601847;SRA","Poultry","Poultry","Gallus gallus; Age: 49 wk; Broiler breeder farm",2015,NA,NA,NA,"Europe","Croatia","","","",NA,NA,NA,"Faculty of Veterinary Medicine, University of Zagreb","Escherichia coli",NA,"",NA,"",NA,"",NA,"PRJNA681385","SRP294800","","SAMN16951411","SRS7805585","2021-08-01","2021-07-01","ESC_WA2254AA",NA,117,"","ABD",NA,20,45,41,43,5,32,2
